71,71,73,73,71,71,70
71,73,73,71,71,70,70
73,73,71,71,70,70,71
73,71,71,70,70,71,71
71,71,70,70,71,71,68
71,70,70,71,71,68,68
70,70,71,71,68,68,71
70,71,71,68,68,71,71
71,71,68,68,71,71,73
71,68,68,71,71,73,73
68,68,71,71,73,73,71
68,71,71,73,73,71,71
71,71,73,73,71,71,70
71,73,73,71,71,70,70
73,73,71,71,70,70,71
73,71,71,70,70,71,71
71,71,70,70,71,71,69
71,70,70,71,71,69,69
70,70,71,71,69,69,71
70,71,71,69,69,71,71
71,71,69,69,71,71,73
71,69,69,71,71,73,73
69,69,71,71,73,73,71
69,71,71,73,73,71,71
71,71,73,73,71,71,70
71,73,73,71,71,70,70
73,73,71,71,70,70,71
73,71,71,70,70,71,71
71,71,70,70,71,71,75
71,70,70,71,71,75,75
70,70,71,71,75,75,75
70,71,71,75,75,75,75
71,71,75,75,75,75,75
71,75,75,75,75,75,75
75,75,75,75,75,75,75
75,75,75,75,75,75,75
75,75,75,75,75,75,73
75,75,75,75,75,73,73
75,75,75,75,73,73,73
75,75,75,73,73,73,73
75,75,73,73,73,73,73
75,73,73,73,73,73,73
73,73,73,73,73,73,71
73,73,73,73,73,71,71
73,73,73,73,71,71,71
73,73,73,71,71,71,71
73,73,71,71,71,71,73
73,71,71,71,71,73,73
71,71,71,71,73,73,71
71,71,71,73,73,71,71
71,71,73,73,71,71,70
71,73,73,71,71,70,70
73,73,71,71,70,70,71
73,71,71,70,70,71,71
71,71,70,70,71,71,68
71,70,70,71,71,68,68
70,70,71,71,68,68,71
70,71,71,68,68,71,71
71,71,68,68,71,71,73
71,68,68,71,71,73,73
68,68,71,71,73,73,71
68,71,71,73,73,71,71
71,71,73,73,71,71,70
71,73,73,71,71,70,70
73,73,71,71,70,70,71
73,71,71,70,70,71,71
71,71,70,70,71,71,69
71,70,70,71,71,69,69
70,70,71,71,69,69,71
70,71,71,69,69,71,71
71,71,69,69,71,71,73
71,69,69,71,71,73,73
69,69,71,71,73,73,71
69,71,71,73,73,71,71
71,71,73,73,71,71,70
71,73,73,71,71,70,70
73,73,71,71,70,70,71
73,71,71,70,70,71,71
71,71,70,70,71,71,75
71,70,70,71,71,75,75
70,70,71,71,75,75,75
70,71,71,75,75,75,75
71,71,75,75,75,75,75
71,75,75,75,75,75,75
75,75,75,75,75,75,75
75,75,75,75,75,75,75
75,75,75,75,75,75,71
75,75,75,75,75,71,71
75,75,75,75,71,71,69
75,75,75,71,71,69,69
75,75,71,71,69,69,68
75,71,71,69,69,68,68
71,71,69,69,68,68,66
71,69,69,68,68,66,66
69,69,68,68,66,66,64
69,68,68,66,66,64,64
68,68,66,66,64,64,0
74,74,76,76,74,74,73
74,76,76,74,74,73,73
76,76,74,74,73,73,74
76,74,74,73,73,74,74
74,74,73,73,74,74,71
74,73,73,74,74,71,71
73,73,74,74,71,71,74
73,74,74,71,71,74,74
74,74,71,71,74,74,76
74,71,71,74,74,76,76
71,71,74,74,76,76,74
71,74,74,76,76,74,74
74,74,76,76,74,74,73
74,76,76,74,74,73,73
76,76,74,74,73,73,74
76,74,74,73,73,74,74
74,74,73,73,74,74,72
74,73,73,74,74,72,72
73,73,74,74,72,72,74
73,74,74,72,72,74,74
74,74,72,72,74,74,76
74,72,72,74,74,76,76
72,72,74,74,76,76,74
72,74,74,76,76,74,74
74,74,76,76,74,74,73
74,76,76,74,74,73,73
76,76,74,74,73,73,74
76,74,74,73,73,74,74
74,74,73,73,74,74,78
74,73,73,74,74,78,78
73,73,74,74,78,78,78
73,74,74,78,78,78,78
74,74,78,78,78,78,76
74,78,78,78,78,76,76
78,78,78,78,76,76,76
78,78,78,76,76,76,76
78,78,76,76,76,76,74
78,76,76,76,76,74,74
76,76,76,76,74,74,0
62,62,62,62,62,62,67
62,62,62,62,62,67,67
62,62,62,62,67,67,66
62,62,62,67,67,66,66
62,62,67,67,66,66,64
62,67,67,66,66,64,64
67,67,66,66,64,64,66
67,66,66,64,64,66,66
66,66,64,64,66,66,67
66,64,64,66,66,67,67
64,64,66,66,67,67,69
64,66,66,67,67,69,69
66,66,67,67,69,69,69
66,67,67,69,69,69,69
67,67,69,69,69,69,71
67,69,69,69,69,71,71
69,69,69,69,71,71,69
69,69,69,71,71,69,69
69,69,71,71,69,69,67
69,71,71,69,69,67,67
71,71,69,69,67,67,66
71,69,69,67,67,66,66
69,69,67,67,66,66,64
69,67,67,66,66,64,64
67,67,66,66,64,64,62
67,66,66,64,64,62,62
66,66,64,64,62,62,69
66,64,64,62,62,69,69
64,64,62,62,69,69,69
64,62,62,69,69,69,69
62,62,69,69,69,69,69
62,69,69,69,69,69,69
69,69,69,69,69,69,71
69,69,69,69,69,71,71
69,69,69,69,71,71,69
69,69,69,71,71,69,69
69,69,71,71,69,69,69
69,71,71,69,69,69,69
71,71,69,69,69,69,74
71,69,69,69,69,74,74
69,69,69,69,74,74,72
69,69,69,74,74,72,72
69,69,74,74,72,72,71
69,74,74,72,72,71,71
74,74,72,72,71,71,69
74,72,72,71,71,69,69
72,72,71,71,69,69,67
72,71,71,69,69,67,67
71,71,69,69,67,67,69
71,69,69,67,67,69,69
69,69,67,67,69,69,71
69,67,67,69,69,71,71
67,67,69,69,71,71,72
67,69,69,71,71,72,72
69,69,71,71,72,72,69
69,71,71,72,72,69,69
71,71,72,72,69,69,71
71,72,72,69,69,71,71
72,72,69,69,71,71,69
72,69,69,71,71,69,69
69,69,71,71,69,69,67
69,71,71,69,69,67,67
71,71,69,69,67,67,66
71,69,69,67,67,66,66
69,69,67,67,66,66,67
69,67,67,66,66,67,67
67,67,66,66,67,67,0
67,67,69,69,71,71,71
67,69,69,71,71,71,71
69,69,71,71,71,71,71
69,71,71,71,71,71,71
71,71,71,71,71,71,74
71,71,71,71,71,74,74
71,71,71,71,74,74,72
71,71,71,74,74,72,72
71,71,74,74,72,72,71
71,74,74,72,72,71,71
74,74,72,72,71,71,69
74,72,72,71,71,69,69
72,72,71,71,69,69,71
72,71,71,69,69,71,71
71,71,69,69,71,71,74
71,69,69,71,71,74,74
69,69,71,71,74,74,76
69,71,71,74,74,76,76
71,71,74,74,76,76,76
71,74,74,76,76,76,76
74,74,76,76,76,76,74
74,76,76,76,76,74,74
76,76,76,76,74,74,71
76,76,76,74,74,71,71
76,76,74,74,71,71,71
76,74,74,71,71,71,71
74,74,71,71,71,71,69
74,71,71,71,71,69,69
71,71,71,71,69,69,71
71,71,71,69,69,71,71
71,71,69,69,71,71,74
71,69,69,71,71,74,74
69,69,71,71,74,74,76
69,71,71,74,74,76,76
71,71,74,74,76,76,74
71,74,74,76,76,74,74
74,74,76,76,74,74,71
74,76,76,74,74,71,71
76,76,74,74,71,71,67
76,74,74,71,71,67,67
74,74,71,71,67,67,62
74,71,71,67,67,62,62
71,71,67,67,62,62,64
71,67,67,62,62,64,64
67,67,62,62,64,64,67
67,62,62,64,64,67,67
62,62,64,64,67,67,67
62,64,64,67,67,67,67
64,64,67,67,67,67,69
64,67,67,67,67,69,69
67,67,67,67,69,69,71
67,67,67,69,69,71,71
67,67,69,69,71,71,72
67,69,69,71,71,72,72
69,69,71,71,72,72,71
69,71,71,72,72,71,71
71,71,72,72,71,71,69
71,72,72,71,71,69,69
72,72,71,71,69,69,67
72,71,71,69,69,67,67
71,71,69,69,67,67,67
71,69,69,67,67,67,67
69,69,67,67,67,67,67
69,67,67,67,67,67,67
67,67,67,67,67,67,69
67,67,67,67,67,69,69
67,67,67,67,69,69,71
67,67,67,69,69,71,71
67,67,69,69,71,71,71
67,69,69,71,71,71,71
69,69,71,71,71,71,71
